from_node,to_node,length_m,travel_time_s,cost
61323209,61323215,37.24,6.7,0
61323209,61323720,110.58,19.9,0
61323213,61322716,173.89,31.3,0
61323213,61323141,90.39,16.27,0
61323213,61323187,76.84,13.83,0
61323215,61323209,37.24,6.7,0
61323215,61323190,74.54,13.42,0
61323215,61323716,103.41,18.61,0
61323217,61321765,47.89,6.9,0
61323217,61328279,94.35,13.59,0
61323217,61330207,62.38,8.98,0
61323220,3705465011,6.68,1.2,0
61323220,61323226,64.04,11.53,0
61323220,61323222,118.63,21.35,0
61323222,61332058,28.82,5.19,0
61323222,61323220,118.63,21.35,0
61323226,61318476,104.64,18.84,0
61323226,61323220,64.04,11.53,0
61323226,61323131,65.66,11.82,0
61323229,7980904724,42.02,7.56,0
61323229,61333938,81.28,14.63,0
61323233,61323237,127.3,22.91,0
61323233,61318475,65.22,11.74,0
61323233,61321559,148.39,26.71,0
61323233,61323235,69.17,12.45,0
61323235,61322501,52.19,9.4,0
61323235,61323271,125.78,22.64,0
61323235,61323233,69.17,12.45,0
61323237,9070681939,50.59,9.11,0
61323237,61323266,148.42,26.72,0
61323237,61329987,128.33,23.1,0
61323237,61323233,127.3,22.91,0
61323264,61323266,40.07,7.21,0
61323264,61330709,34.62,6.23,0
61323264,61332838,68.37,12.31,0
61323266,61323237,148.42,26.72,0
61323266,61323264,40.07,7.21,0
61323266,61322300,116.67,21,0
61323271,61318448,70.7,12.73,0
61323271,9070681939,17.31,3.12,0
61323280,61321970,174.83,31.47,0
61323280,61327740,84.61,15.23,0
61323280,61321971,60.48,8.71,0
61323280,61321832,74.68,10.75,0
61323284,61322152,11.08,1.6,0
61323284,61323288,87.97,15.83,0
61323284,387908358,154.07,27.73,0
61323288,61323284,87.97,15.83,0
61323290,61323206,58.7,7.04,0
61323290,61318466,57.33,6.88,0
61323295,61323297,124.85,22.47,0
61323295,61323638,101.55,18.28,0
61323295,61323303,68.03,8.16,0
61323295,61323605,62.99,7.56,0
61323297,61323295,124.85,22.47,0
61323297,61333798,149.17,26.85,0
61323297,61323748,44.99,8.1,0
61323303,61333798,43.44,5.21,0
61323303,61323295,68.03,8.16,0
61323306,61323115,154.79,27.86,0
61323306,61330284,113.39,20.41,0
61323306,61330219,66.88,12.04,0
61323306,1400112148,68.57,12.34,0
61323310,61329350,97.05,17.47,0
61323312,1052736143,20.06,2.06,1
61323319,61325590,88.39,12.73,0
61323319,61323340,133.89,24.1,0
61323340,2676333871,14.16,2.55,0
61323347,61333670,104.73,18.85,0
61323347,2676333871,84.7,15.25,0
61323368,11704524803,9.1,1.64,0
61323368,61318581,49.65,8.94,0
61323369,61321150,75.98,10.94,0
61323369,61323468,103.76,18.68,0
61323375,61329264,79.35,14.28,0
61323375,61323368,97.34,17.52,0
61323375,61329118,62.42,8.99,0
61323375,61323067,49.45,7.12,0
61323380,61321148,35.76,6.44,0
61323380,61323369,73.85,13.29,0
61323380,61325626,90.48,16.29,0
61323386,61323380,82.92,14.93,0
61323417,7892226623,89.64,16.13,0
61323417,9907930046,185.92,33.47,0
61323417,2322627266,92.86,13.37,0
61323436,61329994,243.97,43.91,0
61323436,61318449,154.83,27.87,0
61323436,61323077,74.77,13.46,0
61323436,61318448,69.03,12.43,0
61323441,1144127685,35.03,4.2,0
61323441,61322382,65.21,11.74,0
61323441,61323453,67.98,12.24,0
61323443,61323036,75.09,10.81,0
61323451,61323453,7.08,1.27,0
61323451,1144127685,112.38,16.18,0
61323451,61321144,58.95,10.61,0
61323453,61323451,7.08,1.27,0
61323453,61331837,101.24,14.58,0
61323453,61323441,67.98,12.24,0
61323462,61323466,31.19,4.49,0
61323462,61317338,51.8,7.46,0
61323466,1469359665,6.96,1,0
61323466,61323462,31.19,4.49,0
61323466,61323468,105.38,15.17,0
61323468,61323481,73.93,13.31,0
61323481,61323489,104.71,18.85,0
61323481,61323495,77.48,13.95,0
61323489,1469359717,10.85,1.56,0
61323489,1469359665,65.26,9.4,0
61323495,61325542,111.01,19.98,0
61323500,61322648,18.86,3.39,0
61323500,61318060,60.48,10.89,0
61323504,61321086,33.91,6.1,0
61323504,61323500,171.05,30.79,0
61323504,61330412,35.59,5.13,0
61323506,61323504,59.21,10.66,0
61323525,1116467478,26.57,3.19,1
61323525,61317607,33.16,3.98,1
61323536,61324061,65.32,11.76,0
61323536,61323593,51.98,9.36,0
61323536,61321252,133.82,24.09,0
61323538,61324081,113.63,20.45,0
61323538,7064477455,71.05,12.79,0
61323538,61329483,68.8,12.38,0
61323538,61324046,113.36,20.4,0
61323544,61329556,34.63,6.23,0
61323544,61323548,42.95,7.73,0
61323544,7064477455,32.25,5.81,0
61323548,61323544,42.95,7.73,0
61323548,7067953143,54.6,6.55,1
61323548,61328896,219.84,26.38,1
61323551,7067953143,13.59,1.63,1
61323551,61323557,61.54,7.38,1
61323551,61324790,182.94,32.93,0
61323557,61323551,61.54,7.38,1
61323557,61324414,130.1,15.61,1
61323564,61322515,216.98,39.06,0
61323564,61324096,81.9,14.74,0
61323566,61329371,28.42,4.09,0
61323566,61323774,171.44,30.86,0
61323566,61330139,101.96,12.24,0
61323574,61324278,47.84,5.74,0
61323574,61323583,180.23,21.63,0
61323583,61323574,180.23,21.63,0
61323583,61321609,98.37,17.71,0
61323587,61323589,27.22,3.27,0
61323587,61324264,64.44,7.73,0
61323589,61323587,27.22,3.27,0
61323589,61332938,155.51,22.39,0
61323589,61322499,98.87,11.86,0
61323593,61324756,168.52,20.22,0
61323593,61323536,51.98,9.36,0
61323593,61321254,94.65,17.04,0
61323597,61323601,95.3,13.72,0
61323597,2562486744,77.9,14.02,0
61323601,61323597,95.3,13.72,0
61323601,61321633,117.59,21.17,0
61323605,61323295,62.99,7.56,0
61323605,61321152,62.64,7.52,0
61323638,61323295,101.55,18.28,0
61323638,61322525,172.59,31.07,0
61323638,61323303,184.75,33.25,0
61323671,61318553,137.68,24.78,0
61323671,61318533,138.65,19.97,0
61323671,61329371,96.12,13.84,0
61323685,61323685,58.97,8.49,0
61323685,61323685,58.97,8.49,0
61323685,61322487,76.68,11.04,0
61323714,61323748,67.13,12.08,0
61323714,61323718,122.16,21.99,0
61323714,61323209,114.25,20.57,0
61323714,61323187,77.79,14,0
61323716,61321152,215.62,38.81,0
61323716,61323720,68.24,12.28,0
61323716,61323215,103.41,18.61,0
61323718,61323034,76.39,13.75,0
61323718,61323714,122.16,21.99,0
61323720,61323605,173.94,31.31,0
61323720,61323297,66.63,11.99,0
61323725,61323179,45.49,8.19,0
61323725,7863973370,90.14,10.82,0
61323727,2562509782,268.39,48.31,0
61323727,61321633,39.4,7.09,0
61323733,61323770,105.11,15.14,0
61323733,61317509,128.24,23.08,0
61323735,61323173,65.42,11.78,0
61323735,61323750,52.49,9.45,0
61323748,61323714,67.13,12.08,0
61323748,61323772,141.3,25.43,0
61323748,61323297,44.99,8.1,0
61323750,61321384,184.14,26.52,0
61323750,61323735,52.49,9.45,0
61323750,2562483350,111.44,20.06,0
61323754,61323028,182.43,32.84,0
61323754,61323778,69.43,8.33,0
61323754,61323757,88.27,10.59,0
61323757,61329511,78.69,14.16,0
61323757,61323772,70.2,12.64,0
61323757,61323754,88.27,10.59,0
61323757,61333798,28.18,3.38,0
61323765,6568448062,58.38,10.51,0
61323765,2562494269,112.31,20.22,0
61323770,61323175,206.62,37.19,0
61323770,61323733,105.11,15.14,0
61323772,61323718,75.18,13.53,0
61323772,61323748,141.3,25.43,0
61323774,61330139,62.49,7.5,0
61323774,61323778,80.54,9.66,0
61323778,61322489,38.65,6.96,0
61323778,61323774,80.54,9.66,0
61323778,61323754,69.43,8.33,0
61323789,61327262,75.14,13.53,0
61323789,61324217,137.19,24.69,0
61323789,9894803158,87.98,15.84,0
61323791,61318520,111.71,20.11,0
61323791,61327121,75.8,13.64,0
61323843,61317420,14.7,2.65,0
61323843,61317423,88.94,16.01,0
61323856,61327087,93.26,16.79,0
61323856,61327238,96.1,17.3,0
61323866,8347350535,6.97,1,0
61323866,61328464,120.66,17.38,0
61323866,61328439,104.61,15.06,0
61323890,61283366,303.42,36.41,0
61323890,1053454370,159.85,23.02,0
61323890,61327212,119.68,17.23,0
61323890,61328051,86.82,12.5,0
61323944,11011483260,61.72,11.11,0
61323944,61323953,6.64,0.96,0
61323949,61321622,102.66,12.32,0
61323949,61323951,11.38,1.64,0
61323951,61323949,11.38,1.64,0
61323953,61323949,87.33,12.58,0
61323953,61321618,67.59,9.73,0
61323953,61323944,6.64,0.96,0
61323964,61322110,18.3,2.2,0
61323964,11679014095,43.08,5.17,0
61323964,11679014101,31,3.72,0
61323969,11679014095,137,16.44,0
61323969,61326817,76.85,9.22,0
61323969,61327318,76.13,9.14,0
61324037,1092645782,81.63,9.8,0
61324046,7050543627,15.84,2.85,0
61324046,7050551099,59.53,10.72,0
61324046,61323538,113.36,20.4,0
61324052,61324055,62.57,7.51,0
61324052,61324065,89.26,16.07,0
61324052,61321728,117.59,21.17,0
61324052,61324278,39.53,7.11,0
61324055,61324052,62.57,7.51,0
61324059,2657882665,8.53,1.54,0
61324059,61329346,40.1,4.81,0
61324061,61323536,65.32,11.76,0
61324061,6050488697,169.15,30.45,0
61324061,2657882665,93.17,16.77,0
61324063,61324085,26.95,3.23,0
61324063,61324807,169.1,30.44,0
61324065,61333655,98.48,17.73,0
61324065,61324052,89.26,16.07,0
61324065,61318164,121.69,21.9,0
61324067,61328420,164.21,23.65,0
61324067,61324136,109.45,19.7,0
61324067,61321241,68.43,12.32,0
61324081,7050543656,22.06,3.97,0
61324081,7050543627,27.33,4.92,0
61324081,61323538,113.63,20.45,0
61324083,6594044184,24.49,2.94,0
61324083,61324314,103.15,12.38,0
61324085,61324063,26.95,3.23,0
61324085,61317521,86.24,15.52,0
61324085,61324130,108.22,19.48,0
61324085,6594044184,83.31,10,0
61324087,61321637,26.78,4.82,0
61324087,5645093170,38.68,6.96,0
61324090,61328858,119.85,14.38,0
61324090,3705459577,25.46,3.05,0
61324090,61324817,122.05,21.97,0
61324096,61324159,98.26,17.69,0
61324096,61324090,132.29,23.81,0
61324107,6568448058,190.01,34.2,0
61324107,7896067965,83.72,15.07,0
61324107,61324153,36.15,4.34,0
61324128,61328898,51.54,7.42,0
61324128,61324130,50.35,9.06,0
61324130,7890239961,6.35,1.14,0
61324136,61321834,132.62,23.87,0
61324136,61324067,109.45,19.7,0
61324136,61328398,50,7.2,0
61324138,61317521,187.72,33.79,0
61324138,61318498,175.98,31.68,0
61324138,61324314,102.85,18.51,0
61324139,61322515,91.72,16.51,0
61324139,61329534,103.51,18.63,0
61324139,61324159,139.48,25.11,0
61324153,61324107,36.15,4.34,0
61324153,7896067965,84.37,12.15,0
61324153,61329446,117.9,16.98,0
61324159,61324096,98.26,17.69,0
61324159,61324139,139.48,25.11,0
61324159,61328858,124.33,22.38,0
61324161,61329970,153.69,18.44,0
61324161,2709309384,42.24,5.07,0
61324168,61324221,110.06,15.85,0
61324168,61327348,76.88,13.84,0
61324168,61317423,70.8,12.74,0
61324181,11269219541,9.15,1.65,0
61324181,11737427249,61.02,10.98,0
61324183,5175445905,9.11,1.09,0
61324183,61332018,21.63,2.6,0
61324183,61329962,109.27,13.11,0
61324187,12105395230,19.15,3.45,0
61324192,61317495,103.25,18.58,0
61324192,61324241,78.14,9.38,0
61324192,61324194,76.26,9.15,0
61324194,61324788,163.74,29.47,0
61324194,61324192,76.26,9.15,0
61324194,61324812,96.44,11.57,0
61324202,61329988,59.2,10.66,0
61324202,61323077,60.31,10.86,0
61324202,61322856,111.09,20,0
61324217,61323789,137.19,24.69,0
61324217,3616266412,58.52,7.02,0
61324221,61321953,51.51,9.27,0
61324241,61329043,238.27,34.31,0
61324241,61329043,25.25,3.03,0
61324241,61324192,78.14,9.38,0
61324245,61322113,46.82,6.74,0
61324245,61326972,100.63,10.35,0
61324264,3452126837,7.37,0.88,0
61324264,61318457,279.32,50.28,0
61324264,61323587,64.44,7.73,0
61324278,61323574,47.84,5.74,0
61324278,61324052,39.53,7.11,0
61324314,61332629,144.04,25.93,0
61324314,3452126837,77.1,9.25,0
61324314,61324138,102.85,18.51,0
61324314,61324083,103.15,12.38,0
61324351,12479593549,58.83,7.06,0
61324351,61324181,95.49,17.19,0
61324351,61324891,278.21,50.08,0
61324351,11737427250,57.5,6.9,0
61324362,61329615,115.17,13.82,0
61324362,286557423,108.26,19.49,0
61324362,61324855,122.66,22.08,0
61324372,4600668051,47.54,8.56,0
61324372,61321284,238.59,42.95,0
61324372,61325634,105.27,18.95,0
61324403,61324909,38.09,5.49,0
61324403,61324897,47.89,6.9,0
61324403,61316736,46.18,6.65,0
61324405,3452126837,73.08,10.52,0
61324409,61321259,55.35,9.96,0
61324409,286557423,79.53,14.32,0
61324412,4267069426,25.24,3.03,0
61324412,61329199,87.16,15.69,0
61324414,61323557,130.1,15.61,1
61324414,10109181027,186.69,26.88,1
61324414,61329005,85.04,10.2,0
61324414,61325357,69.87,8.38,0
61324418,61329009,150.55,27.1,0
61324418,61324430,38.98,5.61,0
61324418,61329055,95.69,13.78,0
61324420,61324889,50.38,9.07,0
61324420,61324755,114.02,13.68,0
61324430,61324794,116.73,21.01,0
61324430,61324418,38.98,5.61,0
61324430,4604564502,37.39,5.38,0
61324432,61324905,40.75,4.89,0
61324432,61324466,102.77,12.33,0
61324440,61327842,29.34,3.52,0
61324440,61329131,91.94,11.03,0
61324440,61324889,95.81,11.5,0
61324445,61324458,116.22,20.92,0
61324445,61321635,102.37,14.74,0
61324445,1708499172,64.81,9.33,0
61324445,61325463,78.59,14.15,0
61324449,61329191,72.17,12.99,0
61324449,621112719,67.19,12.09,0
61324449,2631437818,99.96,17.99,0
61324458,61324445,116.22,20.92,0
61324462,61324475,210.24,30.27,0
61324462,61324902,39.26,4.71,0
61324462,61322452,334.1,48.11,0
61324466,61324083,305.58,55.01,0
61324466,61324432,102.77,12.33,0
61324466,61328837,86.42,10.37,0
61324469,61324860,76.55,11.02,0
61324471,61328797,72.93,8.75,0
61324471,61324745,104.61,18.83,0
61324471,61324775,91.38,16.45,0
61324475,61325456,88.11,12.69,0
61324475,61324488,90.88,16.36,0
61324475,61324462,210.24,30.27,0
61324477,61324503,70.2,12.64,0
61324477,82799639,130.9,23.56,0
61324488,61321866,132.65,23.88,0
61324488,61324475,90.88,16.36,0
61324488,61328926,98.95,17.81,0
61324490,61324495,32.72,5.89,0
61324490,3464484759,32.29,5.81,0
61324490,61324492,37.64,6.78,0
61324492,61329178,31.71,5.71,0
61324492,2103426786,26.49,3.18,0
61324492,61324490,37.64,6.78,0
61324495,61325469,57.38,10.33,0
61324495,61324490,32.72,5.89,0
61324495,3464484759,24.32,3.5,0
61324503,5645093171,54.01,9.72,0
61324505,61321841,593.33,53.4,1
61324505,61324508,52.32,6.28,1
61324508,997441938,80.18,9.62,0
61324508,61317303,493.93,50.8,1
61324508,61324505,52.32,6.28,1
61324516,7045465179,3.77,0.54,0
61324516,61324508,149.53,26.92,0
61324516,61328936,78.35,11.28,0
61324518,61325841,83.86,15.09,0
61324518,61325438,98.86,14.24,0
61324518,61329285,88.25,12.71,0
61324518,61324860,59.67,8.59,0
61324526,61321641,141.81,25.53,0
61324526,61321635,68,9.79,0
61324526,61329176,76.44,11.01,0
61324528,6759288277,53.75,7.74,0
61324532,61324540,58.99,8.5,0
61324532,61324528,59.2,8.52,0
61324540,61317601,58.86,8.48,0
61324542,61321018,50.17,7.23,0
61324551,61321444,512.4,61.49,0
61324562,61327155,116.15,20.91,0
61324562,61333688,47.96,6.91,0
61324566,61328707,107.86,15.53,0
61324566,61333688,55.91,10.06,0
61324570,61330610,145.25,20.92,0
61324595,4259113316,30.41,4.38,0
61324595,61321741,127.2,18.32,0
61324632,61283218,451.72,65.05,0
61324632,61324636,73.99,10.65,0
61324636,61324632,73.99,10.65,0
61324636,61325933,154.28,15.87,1
61324736,61324738,8.74,1.26,0
61324738,61324736,8.74,1.26,0
61324738,61330595,36.21,5.21,0
61324738,61326819,98.98,14.25,0
61324740,61318615,77.01,9.24,0
61324740,61324742,56.91,6.83,0
61324742,61324858,41.03,4.92,0
61324742,61324744,74.65,13.44,0
61324742,61324740,56.91,6.83,0
61324744,61324804,135.26,19.48,0
61324744,61323587,121.18,21.81,0
61324745,61328936,112.71,20.29,0
61324745,61324471,104.61,18.83,0
61324749,61324745,97.72,17.59,0
61324749,61329043,68.75,8.25,0
61324749,61324775,102.16,12.26,0
61324751,12205978580,2.71,0.49,0
61324751,5458229232,109.66,15.79,0
61324755,61324756,84.46,15.2,0
61324755,61324420,114.02,13.68,0
61324756,61321254,79.83,14.37,0
61324756,61323593,168.52,20.22,0
61324771,61324777,49.51,7.13,0
61324775,4258780021,32.78,3.93,0
61324775,61324749,102.16,12.26,0
61324777,61324432,83.67,15.06,0
61324777,61324771,49.51,7.13,0
61324779,61324783,81.32,14.64,0
61324779,61324775,97.14,17.49,0
61324783,61321393,117.15,14.06,0
61324783,4258780021,52.89,6.35,0
61324786,61317495,37.36,6.72,0
61324786,61324868,68.68,12.36,0
61324786,61324788,68.98,12.42,0
61324788,61328834,44.27,7.97,0
61324788,61324786,68.98,12.42,0
61324790,61325357,43.22,5.19,0
61324790,61324792,64.66,7.76,0
61324790,61323551,182.94,32.93,0
61324792,61326547,64.63,7.76,0
61324792,61330486,57.81,10.41,0
61324792,61324790,64.66,7.76,0
61324794,61317586,74.67,10.75,0
61324794,61324795,46.56,8.38,0
61324794,61324430,116.73,21.01,0
61324795,61317585,73.7,13.27,0
61324795,61329009,82.1,14.78,0
61324795,61324794,46.56,8.38,0
61324804,61328837,73.66,13.26,0
61324807,71922831,68.2,9.82,0
61324807,61324842,65.21,11.74,0
61324812,12036659649,104.02,18.72,0
61324812,61324194,96.44,11.57,0
61324812,3705459577,47.77,5.73,0
61324817,61328839,68.18,12.27,0
61324817,61332640,170.22,30.64,0
61324817,61324819,27.7,4.99,0
61324819,12036659649,20.16,3.63,0
61324819,12036659649,39.38,7.09,0
61324819,61324817,27.7,4.99,0
61324829,61324847,231.1,41.6,0
61324829,61328830,77.35,13.92,0
61324829,2657922586,113.23,13.59,0
61324829,61329035,101.65,12.2,0
61324842,61324128,27.51,4.95,0
61324842,61324870,246.9,44.44,0
61324847,61322525,145.43,26.18,0
61324847,61322059,41.72,7.51,0
61324847,61324829,231.1,41.6,0
61324855,61324362,122.66,22.08,0
61324855,61323053,43.5,7.83,0
61324858,61324742,41.03,4.92,0
61324858,61324866,146.61,26.39,0
61324858,61328837,95.15,11.42,0
61324860,61324469,76.55,11.02,0
61324860,61324864,62.58,9.01,0
61324860,61324518,59.67,8.59,0
61324864,61324860,62.58,9.01,0
61324866,61324878,81.55,9.79,0
61324866,61325472,31.59,3.79,0
61324868,61328815,56.01,8.07,0
61324868,61324786,68.68,12.36,0
61324868,61316739,47.22,8.5,0
61324870,61324842,246.9,44.44,0
61324870,61324891,70.05,8.41,0
61324870,61324905,38.42,4.61,0
61324878,61324740,111.84,20.13,0
61324878,11720988024,87.75,10.53,0
61324878,61324866,81.55,9.79,0
61324889,1169038890,87.68,10.52,0
61324889,61324440,95.81,11.5,0
61324891,61325485,79.13,9.5,0
61324891,61324870,70.05,8.41,0
61324897,61324403,47.89,6.9,0
61324902,10119781451,15,1.8,0
61324902,61324462,39.26,4.71,0
61324905,61324432,40.75,4.89,0
61324905,61325493,244.35,43.98,0
61324905,61324870,38.42,4.61,0
61324909,61324403,38.09,5.49,0
61324909,4604564502,44.32,6.38,0
61324909,61317586,117.97,16.99,0
61325188,61328926,64.36,11.59,0
61325188,2666089449,37.62,5.42,0
61325354,61325354,35.89,4.31,0
61325354,61325354,35.89,4.31,0
61325354,61325357,35.11,4.21,0
61325357,61324790,43.22,5.19,0
61325357,61324414,69.87,8.38,0
61325357,61325354,35.11,4.21,0
61325420,61324878,263.21,47.38,0
61325420,61325516,70.38,12.67,0
61325420,61325432,80.24,14.44,0
61325426,61329172,113.44,16.34,0
61325426,61330449,50.9,7.33,0
61325426,61318582,75.19,13.53,0
61325426,61322020,35.98,6.48,0
61325428,82799639,80.65,14.52,0
61325428,61324503,137.5,24.75,0
61325428,61325540,65.38,11.77,0
61325428,61317358,65.18,9.39,0
61325432,8754542700,6.27,1.13,0
61325432,61325420,80.24,14.44,0
61325436,61325438,48.95,7.05,0
61325436,61321198,163.87,23.6,0
61325436,61327521,94.51,17.01,0
61325436,61321880,56.27,6.75,0
61325438,61329105,94.98,13.68,0
61325438,61324518,98.86,14.24,0
61325438,61325436,48.95,7.05,0
61325439,61326745,106,19.08,0
61325439,61329137,52.71,7.59,0
61325439,1708499172,55.97,8.06,0
61325452,61325454,29.13,3.5,0
61325452,61322508,83.29,14.99,0
61325452,61322493,29.13,5.24,0
61325454,61325452,29.13,3.5,0
61325456,61324475,88.11,12.69,0
61325456,61321866,146.04,26.29,0
61325463,61326745,107.36,15.46,0
61325463,61323090,70.45,12.68,0
61325469,1839951958,51.18,9.21,0
61325472,11697851032,17.66,2.12,0
61325472,61325516,236.13,42.5,0
61325472,61324866,31.59,3.79,0
61325478,9634429759,60.91,10.96,0
61325480,61333594,430.29,77.45,0
61325480,11721388405,39.7,7.15,0
61325480,9634429759,7.21,1.3,0
61325485,61327700,15.25,1.83,0
61325485,61324891,79.13,9.5,0
61325485,61325487,89.19,16.05,0
61325487,61322045,60.46,10.88,0
61325487,61321018,104.52,15.05,0
61325493,61324187,108.74,19.57,0
61325493,61325606,103.53,12.42,0
61325493,12479593549,45.4,5.45,0
61325507,12552950459,162.67,19.52,0
61325507,61326139,108.69,13.04,1
61325510,11737427248,50.66,6.08,0
61325510,61325538,87.97,15.83,0
61325510,61325521,51.99,6.24,0
61325511,61318582,137.81,24.81,0
61325511,61317360,44.33,5.32,0
61325511,61329065,103.86,18.69,0
61325511,61329262,78.67,9.44,0
61325516,61325635,31.61,5.69,0
61325516,61325420,70.38,12.67,0
61325521,61325543,84.25,15.17,0
61325521,61321018,209.51,37.71,0
61325521,61325510,51.99,6.24,0
61325521,61325525,69.88,8.39,0
61325523,61325608,128.25,23.08,0
61325523,61325527,81.78,14.72,0
61325525,61327819,32.39,3.89,0
61325525,61325521,69.88,8.39,0
61325527,61323319,30.69,5.52,0
61325530,61325527,32.67,5.88,0
61325538,11737427249,49.66,8.94,0
61325538,61325510,87.97,15.83,0
61325538,61325543,56.27,10.13,0
61325540,61321618,60.11,10.82,0
61325540,11011483260,70.14,10.1,0
61325542,61323062,104.11,18.74,0
61325542,61329099,85.02,15.3,0
61325543,61325521,84.25,15.17,0
61325543,61326706,70.69,12.72,0
61325543,61325538,56.27,10.13,0
61325545,61326930,79.64,14.33,0
61325545,61318582,78.92,14.21,0
61325545,61329262,137.42,19.79,0
61325545,61325623,136.85,19.71,0
61325553,61323944,93.85,13.51,0
61325553,1839951959,68.37,12.31,0
61325559,61325634,104.73,18.85,0
61325559,61325635,92.52,16.65,0
61325559,8365868694,101.77,18.32,0
61325563,61329277,62.01,8.93,0
61325563,61325606,110.81,19.95,0
61325581,6568559302,84.55,15.22,0
61325581,61321172,87.82,15.81,0
61325588,61329262,105.05,15.13,0
61325588,61326719,79.65,14.34,0
61325588,8508760490,139.61,20.1,0
61325590,61317659,78.6,14.15,0
61325590,61326758,65.1,9.37,0
61325606,6594044182,49.13,5.9,0
61325606,61325493,103.53,12.42,0
61325608,61324477,61.91,11.14,0
61325612,61325614,136.98,24.66,0
61325612,61329118,79.61,14.33,0
61325612,61329225,76.66,13.8,0
61325612,61329264,61.76,11.12,0
61325614,61326926,76.99,13.86,0
61325614,61325623,79.49,14.31,0
61325614,61325612,136.98,24.66,0
61325614,61326930,137.41,24.73,0
61325617,61317303,210.28,37.85,0
61325617,61325553,29.38,5.29,0
61325617,11011483244,118.65,17.09,0
61325623,61325614,79.49,14.31,0
61325623,61318434,78.94,14.21,0
61325623,61325545,136.85,19.71,0
61325623,61329118,136.92,19.72,0
61325626,61323380,90.48,16.29,0
61325626,61323386,42.17,7.59,0
61325634,61326743,194.47,35.01,0
61325634,61324372,105.27,18.95,0
61325634,61325559,104.73,18.85,0
61325635,61325516,31.61,5.69,0
61325635,11501719666,125.76,22.64,0
61325635,61325559,92.52,16.65,0
61325830,61325581,257.65,46.38,0
61325830,12106714285,11.73,2.11,0
61325830,61327521,95.84,17.25,0
61325841,61325856,43.14,7.77,0
61325841,61324518,83.86,15.09,0
61325849,61317601,142.8,20.56,0
61325856,61325858,71.66,12.9,0
61325856,61325841,43.14,7.77,0
61325858,11721388405,26.48,4.77,0
61325858,61325856,71.66,12.9,0
61325858,12106714285,16.74,2.01,0
61325933,568218934,345.84,35.57,1
61325933,61328171,280.95,28.9,1
61326015,61326039,36.98,4.44,0
61326039,7086766356,144.52,17.34,0
61326039,61316733,103.3,12.4,0
61326047,61326015,45.28,5.43,0
61326047,61326151,37.54,4.51,0
61326058,7579360324,184.79,19.01,0
61326058,61326145,397.78,40.91,1
61326067,61325188,38.55,6.94,0
61326067,2666089449,7.87,0.71,1
61326095,61316733,73.73,8.85,0
61326095,61325507,97.69,11.72,1
61326119,61318193,667.24,80.07,0
61326139,61323151,147.07,17.65,0
61326139,12552950459,82.47,7.42,1
61326139,61331770,77.16,9.26,1
61326145,7590916054,293.44,30.18,1
61326149,61326478,341.55,35.13,1
61326149,277666264,420.98,43.3,0
61326151,61318193,206.26,24.75,0
61326378,61322493,73.19,13.17,0
61326378,61324526,167.03,30.07,0
61326469,1330240856,29.68,3.56,0
61326469,7049937043,38.09,5.48,1
61326469,61323177,128.03,15.36,1
61326478,61330688,19.08,2.29,0
61326478,61323312,22.33,2.3,1
61326547,61324792,64.63,7.76,0
61326547,9261096449,84.1,10.09,0
61326551,61321365,142.07,20.46,0
61326551,61323284,110.12,13.21,0
61326573,5175392032,9.98,1.2,0
61326573,61322336,156.78,18.81,0
61326573,61322338,62.54,7.5,0
61326583,61327354,76.82,13.83,0
61326583,61327328,205.86,37.05,0
61326583,61326594,75.97,13.67,0
61326583,61321513,137.12,24.68,0
61326588,61327330,101.61,14.63,0
61326588,61326649,88.7,10.64,0
61326588,61326592,91.79,11.01,0
61326592,61326588,91.79,11.01,0
61326592,61321209,113.94,20.51,0
61326592,61326623,75.88,9.11,0
61326592,61327356,107.14,19.29,0
61326594,61328549,138.17,24.87,0
61326594,61321205,137.28,24.71,0
61326594,61326583,75.97,13.67,0
61326594,61326606,74.94,13.49,0
61326600,625102161,70.8,10.19,0
61326600,61321419,69.66,10.03,0
61326600,61326604,87.89,15.82,0
61326604,61326615,64.35,11.58,0
61326604,61321745,42.78,7.7,0
61326604,61321431,69.24,12.46,0
61326606,61321207,137.41,24.73,0
61326606,61321112,138.03,24.85,0
61326606,61326594,74.94,13.49,0
61326606,61326784,78.36,14.1,0
61326609,1220427140,52.2,9.4,0
61326609,61326817,139.76,25.16,0
61326609,61326611,76.52,11.02,0
61326609,61326764,74.68,10.75,0
61326611,61321094,52.27,9.41,0
61326611,61329290,77.74,13.99,0
61326611,61326609,76.52,11.02,0
61326613,61321943,42.39,7.63,0
61326613,61329266,302.06,54.37,0
61326613,61326623,75.84,9.1,0
61326613,61321119,89.71,10.77,0
61326615,61328373,38.44,6.92,0
61326615,11749358459,105.23,18.94,0
61326619,61321209,80.89,14.56,0
61326619,61326623,135.78,24.44,0
61326621,61321188,87.37,15.73,0
61326621,61326788,247.43,44.54,0
61326623,61326592,75.88,9.11,0
61326623,61326613,75.84,9.1,0
61326628,61326621,66.34,11.94,0
61326628,61322635,57.19,10.29,0
61326632,61327322,190.23,34.24,0
61326632,61326628,64.84,11.67,0
61326634,61327317,76.37,13.75,0
61326634,1053541749,77.1,13.88,0
61326634,61327333,190.7,34.33,0
61326634,61327141,139.43,25.1,0
61326649,61328059,51.86,6.22,0
