from_node,to_node,length_m,travel_time_s,cost
3705459577,61324812,47.77,5.73,0
3705459577,61321008,83.85,15.09,0
3705459577,61324090,25.46,3.05,0
3705465011,61323220,6.68,1.2,0
3705465011,61318474,127.96,23.03,0
3705465011,61318463,32.46,5.84,0
3895957329,61328452,24.79,3.57,0
3895957329,61328439,65.66,9.45,0
4173900794,544110086,360.77,51.95,0
4173900794,3401235868,191.03,22.92,1
4173900795,4173900794,469.26,56.31,1
4173900795,1636232447,13.75,1.65,1
4258780021,61324783,52.89,6.35,0
4258780021,61324775,36.21,4.35,0
4259113316,61324595,30.41,4.38,0
4259113316,11748975281,127.15,18.31,0
4259113324,4259113316,44.06,6.34,0
4259113324,61324595,27.27,3.27,0
4267069426,61321259,85.18,10.22,0
4406201720,61327031,169.56,20.35,0
4406201720,61283350,195.79,28.19,0
4406201720,61318572,121.2,17.45,0
4600668051,61326730,56.21,10.12,0
4600668051,4600668052,48.95,7.05,0
4600668052,4600668051,48.95,7.05,0
4604564499,4604564502,93.86,13.52,0
4604564502,61324909,44.32,6.38,0
4604564502,4604564499,93.86,13.52,0
4604564502,61324430,37.39,5.38,0
4726175802,723358475,154.94,18.59,0
4726175802,61329857,113.24,20.38,0
4726175802,1052777503,55.63,10.01,0
4831798222,61333964,14.43,2.6,0
4831798222,4831798223,50.15,7.22,0
4831798223,4831798222,50.15,7.22,0
4870365869,9627491318,85.26,12.28,0
4870365869,61322473,104.73,18.85,0
4870365869,9634947640,81.88,11.79,0
4870365882,9634947640,27.49,3.96,0
4870365882,7569985113,253.6,36.52,0
4870365882,9634947650,75.53,9.06,0
4978289961,61317446,12.5,1.8,1
4978327603,2472342376,39.29,4.72,1
4978327603,4978289961,279.47,40.24,0
4978327603,61283333,83,9.96,1
5175238805,5175238806,10.27,1.23,0
5175238805,61321994,114.66,13.76,0
5175238806,5175238805,10.27,1.23,0
5175238806,61318083,70.52,8.46,0
5175392032,61324161,53.6,6.43,0
5175392032,61326573,9.98,1.2,0
5175445905,61324183,9.11,1.09,0
5175445905,61322401,56.01,6.72,0
5176457017,61322149,9.41,1.13,0
5176457017,61322954,38.21,6.88,0
5274421277,61321268,18.92,3.41,0
5274421277,61322714,56.64,6.8,0
5391228219,61321774,132.39,19.06,0
5391228219,9137933774,170.1,24.49,0
5391231523,278938832,98.52,17.73,0
5425887467,61330641,73.58,13.25,0
5458229232,61321709,11.69,1.68,0
5458229232,61324751,109.66,15.79,0
5458229232,61321707,73.32,10.56,0
5504189721,61330020,208.38,37.51,0
5504189721,5504189722,22.91,2.75,0
5504189722,5504189721,22.91,2.75,0
5530123246,61329961,8.94,1.07,0
5530123246,61322249,66.76,8.01,0
5530123247,61327402,10.16,1.22,0
5530123247,1331632703,53.66,6.44,0
5530123248,1331632703,9.56,1.15,0
5530123248,61327402,54.7,6.56,0
5617765740,2559968298,183.5,22.02,0
5645093170,61327428,11.47,2.06,0
5645093170,8729939593,179.73,32.35,0
5645093171,61321986,142.43,25.64,0
5645093171,4267069426,125.78,22.64,0
5835143863,61330599,30.33,4.37,0
5835143863,61322300,55.32,9.96,0
5835143872,61329987,37.64,5.42,0
5835143872,61329985,33,4.75,0
5835143872,7890515252,127.01,15.24,0
5850416671,61318093,369.85,44.38,0
5921511441,1220427140,46.89,6.75,0
5923251283,945806832,17.75,3.2,0
5937411739,5937411739,66.29,7.95,0
5937411739,278938832,63.56,9.15,0
6038134142,7885690618,49.43,5.93,0
6038134142,6593964947,172.05,20.65,0
6050488695,61323310,50.04,9.01,0
6050488695,61318148,67.66,12.18,0
6050488697,61324061,169.15,30.45,0
6050488697,6050488695,10.94,1.97,0
6050488702,61323310,14.69,2.64,0
6100432137,723358475,170.37,24.53,0
6100432137,61283366,116.09,16.72,0
6100432137,61283269,498.62,71.8,0
6100432137,61329857,144.28,25.97,0
6124468256,61324495,67.08,12.07,0
6124468256,61324855,105.91,19.06,0
6124468256,61325469,56.39,10.15,0
6568428366,61321442,38.46,4.62,0
6568448058,2562504735,45.53,8.2,0
6568448058,6568448059,37.71,4.53,0
6568448059,6568448058,37.71,4.53,0
6568448061,6568448062,21.76,2.61,0
6568448062,1400112145,30.82,5.55,0
6568448062,61323765,58.38,10.51,0
6568448062,6568448061,21.76,2.61,0
6568559302,61329208,84.21,15.16,0
6568559302,6568559303,22.39,2.69,0
6568559303,6568559302,22.39,2.69,0
6590017300,61317483,10.19,1.84,0
6590017300,61330713,89.04,16.03,0
6590017300,6590017301,21.36,2.56,0
6590017301,6590017300,21.36,2.56,0
6593964947,61318451,47.98,6.91,0
6593964947,1421366892,280.92,40.45,0
6594044182,469402813,31.81,3.82,0
6594044182,61325606,49.13,5.9,0
6594044182,6594044183,37.13,4.46,0
6594044183,6594044182,37.13,4.46,0
6594044184,61324083,24.49,2.94,0
6594044184,6594047885,37.7,4.52,0
6594044184,61324085,83.31,10,0
6594047885,6594044184,37.7,4.52,0
6759288277,61327586,37.17,5.35,0
6759288277,6759288279,57.7,6.92,0
6759288279,61324532,53.57,7.71,0
6759288279,6759288277,57.7,6.92,0
7025506913,7025506920,14.5,1.74,0
7025506913,7025506920,97.98,11.76,0
7025506920,61323574,45.72,5.49,0
7025506920,7025506913,97.98,11.76,0
7045465179,61321704,51.94,7.48,0
7045465179,61324516,3.77,0.54,0
7045465179,61324471,111.12,20,0
7045500437,2657922586,2.54,0.3,0
7045500437,61332353,148.02,21.31,0
7045500437,61329531,127.91,15.35,0
7047467428,7961281573,9.33,1.12,0
7047467428,2095738376,10.54,1.26,0
7049937043,61321724,143.82,20.71,1
7049937043,61326469,38.09,5.48,1
7050543627,61324081,27.33,4.92,0
7050543627,61324046,15.84,2.85,0
7050543627,7050543656,27.38,4.93,0
7050543656,61324081,22.06,3.97,0
7050543656,61318443,57.43,10.34,0
7050543656,7050543627,27.38,4.93,0
7050551099,61333718,21.3,3.83,0
7050551099,61333510,32.36,5.83,0
7050551099,61324046,59.53,10.72,0
7064477455,61323538,71.05,12.79,0
7064477455,61323544,32.25,5.81,0
7064477455,61329556,26,4.68,0
7067953143,61323548,54.6,6.55,1
7067953143,61323551,13.59,1.63,1
7067953147,61318563,120.25,21.64,0
7067953147,61321159,44.49,8.01,0
7291399962,61321338,406.19,73.11,0
7400377051,61321814,24.15,2.9,0
7569779758,61332640,31.13,3.74,0
7569985113,4870365882,253.6,36.52,0
7569985113,9137933774,64.13,7.7,0
7579360324,1986708490,9.41,1.35,0
7590916054,277667281,260.72,26.82,1
7626171293,945806821,14.66,2.64,0
7626171293,9894803158,42.91,7.72,0
7626171293,2742829796,139.29,20.06,0
7631024548,313974302,40.95,4.91,0
7632290667,61323716,73.55,13.24,0
7863973341,9907930046,9.5,1.71,0
7863973341,61318483,119.78,21.56,0
7863973341,7863973342,76.27,13.73,0
7863973342,61318484,134.12,24.14,0
7863973342,7863973341,76.27,13.73,0
7863973342,61321502,80.12,14.42,0
7863973370,61323725,90.14,10.82,0
7864041626,61329356,65.99,7.92,0
7875154233,61333809,93.64,16.86,0
7875154233,61330022,84.99,15.3,0
7875154233,61332054,50.88,6.11,0
7883982085,61318515,72.56,13.06,0
7885690618,6038134142,49.43,5.93,0
7890239961,4831798222,55.12,9.92,0
7890239961,61332052,57.54,8.29,0
7890515252,5835143872,127.01,15.24,0
7890515252,5835143863,67.84,8.14,0
7892226623,61322699,109.56,19.72,0
7892226623,61323417,89.64,16.13,0
7892226623,61318478,91.11,13.12,0
7892226624,61321812,61.13,8.8,0
7892226624,61323198,57.73,10.39,0
7892226624,61327740,43.1,7.76,0
7896005715,61320978,29.54,3.54,0
7896067965,61324153,84.37,12.15,0
7896067965,61328873,86.12,15.5,0
7961281573,2657882666,7.55,0.91,0
7961281573,61324059,79.33,9.52,0
7980904724,61318427,135.09,24.32,0
7980904724,61323115,37.14,6.68,0
7980904724,61323229,42.02,7.56,0
7990360352,61321511,28.64,4.12,0
8347350535,61323866,6.97,1,0
8356245766,8356245767,9.11,1.64,0
8356245766,61321468,52.24,9.4,0
8356245766,61333571,34.84,4.18,0
8356245767,61330022,50.38,9.07,0
8356245767,8356245766,9.11,1.64,0
8356245767,61322773,115.37,20.77,0
8365868694,61325563,4.65,0.84,0
8365868694,61332285,46.76,6.73,0
8501422396,3620929818,36.35,5.23,0
8501422396,277667346,78.47,11.3,1
8501484897,277666264,37.84,4.54,0
8501484897,61318074,318.01,32.71,1
8508760490,61330310,55.24,6.63,0
8508760490,11108035084,42.66,5.12,0
8508760490,61326713,79.51,11.45,0
8508760490,61325588,139.61,20.1,0
8519044531,61333553,18.74,2.7,0
8519044531,61318586,70.81,10.2,0
8602936356,61283373,14.98,2.7,0
8602936356,61328079,63.73,11.47,0
8729939576,61327428,103.26,18.59,0
8729939587,61318593,18.22,2.19,0
8729939587,61321360,47.43,5.69,0
8729939593,61321360,15.54,2.8,0
8754542700,61325432,6.27,1.13,0
8754542700,1001516277,36.76,6.62,0
8754542700,2049832619,71.4,12.85,0
8756218050,61325530,143.82,25.89,0
8756218050,1001516277,173.95,31.31,0
8777594897,61323843,27.42,4.93,0
8777594897,61317420,22.16,2.66,0
9070681939,61323271,17.31,3.12,0
9070681939,61323237,50.59,9.11,0
9070681939,9070681941,44.06,5.29,0
9070681941,9070681939,44.06,5.29,0
9113929725,11736126145,27.11,3.25,0
9137933774,5391228219,170.1,24.49,0
9137933774,1530477577,107.52,12.9,0
9137933774,7569985113,64.13,7.7,0
9137933774,61322550,73.79,10.63,0
9170623768,61322437,169.7,20.36,0
9170623768,9170623769,11.12,1.33,1
9170623769,61321463,480.78,57.69,1
9170623769,9170623768,11.12,1.33,1
9170623769,61322350,47.4,5.69,0
9261096449,61322622,104.34,12.52,0
9261096449,61322452,60.73,8.74,0
9261698819,61321763,79.83,9.58,0
9261698819,61317741,43.58,7.84,0
9261698819,9261698820,10.85,1.3,0
9261698820,9261698819,10.85,1.3,0
9261698820,61321439,59.44,7.13,0
9261698820,61321428,75.32,10.85,0
9300359736,61318063,99.6,11.95,0
9627491318,1220628101,74.86,10.78,0
9627491318,9634533326,104.45,15.04,0
9627491318,4870365869,85.26,12.28,0
9632096589,61283385,133.1,15.97,0
9634429759,61318545,57,10.26,0
9634429759,61325478,60.91,10.96,0
9634429759,61325480,7.21,1.3,0
9634533323,9634533324,56.66,8.16,0
9634533323,61322550,71.95,10.36,0
9634533323,9634533326,21.54,3.1,0
9634533324,9634533325,21.81,3.14,0
9634533324,61322469,91.39,13.16,0
9634533325,1220628101,87.02,12.53,0
9634533325,9634533324,21.81,3.14,0
9634533325,9634533326,56.75,8.17,0
9634533326,9627491318,104.45,15.04,0
9634533326,9634533323,21.54,3.1,0
9634947640,4870365882,27.49,3.96,0
9634947640,9634947650,97.46,17.54,0
9634947640,4870365869,81.88,11.79,0
9634947650,4870365882,75.53,9.06,0
9775078870,61318544,34.8,5.01,0
9888541497,2742595194,11.94,2.15,0
9888541498,945806821,7.38,1.33,0
9894803158,61323789,87.98,15.84,0
9894803158,7626171293,42.91,7.72,0
9894803158,9894803161,75.14,9.02,0
9894803161,61327262,88.85,15.99,0
9894803161,945806832,57.26,10.31,0
9907930022,61330540,27.71,4.99,0
9907930022,9907930023,9.83,1.77,0
9907930022,61330378,142.5,25.65,0
9907930023,61318431,92.47,16.64,0
9907930023,9907930022,9.83,1.77,0
9907930046,7863973341,9.5,1.71,0
9907930046,61323417,185.92,33.47,0
9908416771,11070053345,35.04,5.05,0
9953660276,12189221036,138.68,19.97,0
9953660276,1053541778,313.91,45.2,0
9973710848,61321305,13.56,1.95,0
9973710848,61321378,182.59,21.91,0
9973710848,61323032,138.23,19.9,0
10109181027,941442904,59.16,8.52,1
10109181027,10119781451,29.76,3.57,0
10119781451,61324902,15,1.8,0
10119781451,941442904,54.84,6.58,0
10202959121,61317515,4.37,0.79,0
10202959121,61323131,174.53,31.41,0
11011483244,61329191,62.26,11.21,0
11011483244,61325617,118.65,17.09,0
11011483260,61321986,59.32,10.68,0
11011483260,1839951959,83.93,12.09,0
11013243761,11160127821,12.93,1.55,0
11013243761,1530477577,70.46,8.46,1
11070053345,61332043,32.38,5.83,0
11070053345,9908416771,35.04,5.05,0
11108035084,278950328,84.38,10.13,0
11108035084,8508760490,42.66,5.12,0
11119143182,61333571,21.61,2.59,0
11160127821,278950328,65.57,7.87,1
11160127821,11108035084,35.27,4.23,0
11227897761,11227897787,12.94,1.55,0
11227897787,11227897761,12.94,1.55,0
11227897787,61330317,71.8,8.62,1
11227897787,61317360,32.43,3.89,0
11229037687,625102161,50.5,7.27,0
11229037687,61326821,122.2,22,0
11229037687,61321187,88.31,10.6,0
11262063785,61329961,93.86,11.26,0
11269219541,61324372,82.37,14.83,0
11269219541,61324187,103.02,14.84,0
11501719666,8756218050,33.82,4.87,0
11639931180,1077645749,17.55,3.16,0
11639931180,61322154,65.22,11.74,0
11639940379,11639940382,1.09,0.2,0
11639940379,61322151,203.71,36.67,0
11639940379,61333016,36.48,4.38,0
11639940382,11639940379,1.09,0.2,0
11639940382,61317653,44.77,5.37,0
11639940382,61322149,60.35,10.86,0
11679014095,61323964,43.08,5.17,0
11679014095,61323969,137,16.44,0
11679014095,11679014101,43.85,5.26,0
11679014101,61327443,140.19,16.82,0
11697851032,61325472,17.66,2.12,0
11697851032,469402813,51.2,6.14,0
11704524803,61323368,9.1,1.64,0
11704524803,2014367508,111.11,20,0
11720988024,61324878,87.75,10.53,0
11720988024,61325432,286.81,51.63,0
11721388405,61325858,26.48,4.77,0
11721388405,61325480,39.7,7.15,0
11721388405,12106714285,25.99,4.68,0
11721789500,61324221,72.08,12.97,0
11721789500,61321754,87.74,15.79,0
11721789500,61317423,109.65,19.74,0
11721789500,61326819,129.1,23.24,0
11729585231,61317371,51.76,7.45,0
11729769539,61321522,216.19,31.13,0
11729769539,61317320,20.45,3.68,0
11736126145,9113929725,27.11,3.25,0
11736126145,581621478,98.12,11.77,0
11736910644,540399235,142.65,20.54,0
11737427248,11737427250,5.13,0.62,0
11737427248,61325510,50.66,6.08,0
11737427249,61325538,49.66,8.94,0
11737427249,11737427248,91.33,16.44,0
11737427249,61324181,61.02,10.98,0
11737427250,11737427248,5.13,0.62,0
11737427250,61324351,57.5,6.9,0
11748975281,61283119,99.91,17.98,0
11748975281,4259113316,127.15,18.31,0
11748975281,61322478,13.77,1.65,0
11749290917,1009702849,51.03,7.35,0
11749290917,61321312,47.02,6.77,0
11749290935,11749290917,39.35,5.67,0
11749322588,1986708490,20.94,2.51,0
11749322588,11749290935,21.49,3.09,0
11749322588,1009702849,9.72,1,0
11749358459,11749358460,0.76,0.11,0
11749358459,61333558,58.53,8.43,0
11749358460,11749358459,0.76,0.11,0
11749358460,61317337,36.51,5.26,0
11749358460,61333553,262.45,47.24,0
11770006776,61322085,57.64,6.92,0
11887938628,61322104,79.73,11.48,1
11887938628,61329798,137.25,24.7,0
11990713943,61329879,55.13,9.92,0
11990713943,11990713944,21.84,2.62,0
11990713944,11990713943,21.84,2.62,0
12036659649,61324812,104.02,18.72,0
12036659649,61324819,20.16,3.63,0
12036659649,61324819,39.38,7.09,0
12105395230,61325634,73.41,13.21,0
12105395230,12105395231,29.34,3.52,0
12105395231,12105395230,29.34,3.52,0
12106714285,61325830,11.73,2.11,0
12106714285,11721388405,25.99,4.68,0
12138528838,61321132,3.61,0.65,0
12138528838,61321698,93.42,13.45,0
12138528838,61331756,77.13,13.88,0
12138790516,61332058,67.63,8.12,0
12138790517,2562504738,26.51,3.82,0
12189221036,9953660276,138.68,19.97,0
12189221036,8519044531,27.57,3.97,0
12205978575,61328947,42.25,6.08,0
12205978580,61321707,33.81,6.09,0
12205978580,12205978581,50,6,0
12205978581,12205978580,50,6,0
12205978583,61322059,64.62,9.3,0
12205978585,12205978585,35.24,5.07,0
12205978585,12205978585,35.24,5.07,0
12205978585,61317589,52.83,7.61,0
12207916200,61322020,49.2,7.09,0
12210032116,61322087,64.54,9.29,0
12230555430,61318060,42.68,7.68,0
12230555430,61317523,25.77,4.64,0
12230555430,12230555431,29.76,3.57,0
12230555431,12230555430,29.76,3.57,0
12230555441,61317454,34.11,4.91,0
12346721899,61321465,52.76,6.33,0
12464053292,61328155,108.6,19.55,0
12464053292,61318466,125.13,22.52,0
12479593549,61324351,58.83,7.06,0
12479593549,61325493,45.4,5.45,0
12479593549,12479593554,47.52,5.7,0
12479593553,12479593554,20.69,2.48,0
12479593554,12479593553,20.69,2.48,0
12479593554,12479593555,20.71,2.49,0
12479593554,12479593549,47.52,5.7,0
12479593555,12479593554,20.71,2.49,0
12552950452,61323151,200.92,24.11,1
12552950452,61326139,89.87,8.09,1
12552950459,61321841,45.91,4.13,1
